FBgn0261983	Bger_01352
FBgn0052179	Bger_24379
FBgn0038666	Bger_00164
FBgn0036210	Bger_27127
FBgn0263772	Bger_07398
FBgn0036978	Bger_16712
FBgn0037980	Bger_01376
FBgn0035911	Bger_08697
FBgn0264075	Bger_24892
FBgn0031682	Bger_17741
FBgn0029935	Bger_17215
FBgn0010417	Bger_02172
FBgn0003391	Bger_26081
FBgn0011604	Bger_03250
FBgn0261999	Bger_22419
FBgn0261269	Bger_24097
FBgn0051974	Bger_07357
FBgn0039889	Bger_14415
FBgn0086676	Bger_21290
FBgn0036998	Bger_02953
FBgn0038306	Bger_05604
FBgn0031282	Bger_00851
FBgn0066304	Bger_11623
FBgn0036254	Bger_08100
FBgn0260859	Bger_03633
FBgn0030344	Bger_12729
FBgn0004050	Bger_08814
FBgn0037415	Bger_17066
FBgn0023518	Bger_04800
FBgn0038233	Bger_10672
FBgn0033761	Bger_03636
FBgn0003353	Bger_27313
FBgn0034962	Bger_00786
FBgn0051223	Bger_25277
FBgn0035400	Bger_07503
FBgn0001220	Bger_23143
FBgn0020272	Bger_10555
FBgn0054038	Bger_07764
FBgn0037566	Bger_23898
FBgn0028382	Bger_09187
FBgn0010316	Bger_27421
FBgn0050195	Bger_12693
FBgn0038826	Bger_03752
FBgn0028671	Bger_23978
FBgn0034835	Bger_00831
FBgn0261822	Bger_00466
FBgn0023441	Bger_25220
FBgn0261609	Bger_07905
FBgn0036908	Bger_11952
FBgn0024913	Bger_04898
FBgn0020440	Bger_02892
FBgn0030642	Bger_27031
FBgn0031500	Bger_07903
FBgn0035914	Bger_23559
FBgn0016978	Bger_16473
FBgn0011474	Bger_00860
FBgn0028675	Bger_15039
FBgn0264490	E93
FBgn0019925	Bger_17381
FBgn0030717	Bger_14572
FBgn0032485	Bger_23703
FBgn0036668	Bger_11941
FBgn0019637	Bger_19929
FBgn0000182	Bger_25252
FBgn0023510	Bger_03134
FBgn0029529	Bger_07759
FBgn0000542	Bger_04944
FBgn0000250	Bger_01858
FBgn0003450	Bger_17577
FBgn0037469	Bger_19643
FBgn0038948	Bger_11460
FBgn0039274	Bger_18273
FBgn0259483	Bger_08266
FBgn0020248	Bger_01498
FBgn0038581	Bger_17030
FBgn0005632	Bger_02257
FBgn0051344	Bger_22945
FBgn0035033	Bger_00910
FBgn0031384	Bger_07617
FBgn0036494	Bger_27153
FBgn0250791	Bger_15288
FBgn0035591	Bger_17264
FBgn0038805	Bger_01675
FBgn0051373	Bger_24712
FBgn0028920	Bger_04599
FBgn0037809	Bger_05186
FBgn0283438	Bger_08211
FBgn0032348	Bger_05687
FBgn0003950	Bger_22906
FBgn0037102	Bger_25490
FBgn0264291	Bger_11620
FBgn0264494	Bger_20555
FBgn0039300	Bger_02245
FBgn0029720	Bger_09037
FBgn0028530	Bger_11912
FBgn0037250	Bger_02187
FBgn0037087	Bger_14725
FBgn0036678	Bger_24401
FBgn0031305	Bger_08312
FBgn0034583	Bger_20710
FBgn0039883	Bger_01514
FBgn0039481	Bger_06040
FBgn0086917	Bger_04901
FBgn0260441	Bger_01582
FBgn0039120	Bger_10238
FBgn0011785	Bger_01779
FBgn0085203	Bger_13923
FBgn0262167	Bger_05794
FBgn0031999	Bger_02627
FBgn0034743	Bger_11306
FBgn0266696	Bger_00676
FBgn0038307	Bger_25773
FBgn0262716	Bger_14808
FBgn0026738	Bger_00405
FBgn0036849	Bger_26147
FBgn0030485	Bger_09656
FBgn0260398	Bger_14314
FBgn0030098	Bger_16296
FBgn0037705	Bger_21763
FBgn0261799	Bger_06940
FBgn0039800	Bger_15517
FBgn0013272	Bger_04108
FBgn0026666	Bger_12062
FBgn0033983	Bger_10326
FBgn0035945	Bger_06724
FBgn0036398	Bger_12608
FBgn0004657	Bger_06928
FBgn0037565	Bger_26257
FBgn0025790	Bger_04905
FBgn0031312	Bger_13112
FBgn0003071	Bger_20816
FBgn0030286	Bger_22666
FBgn0032822	Bger_09854
FBgn0031235	Bger_19695
FBgn0267351	Bger_09747
FBgn0050392	Bger_15848
FBgn0067622	Bger_01559
FBgn0029814	Bger_00397
FBgn0032476	Bger_09063
FBgn0261394	Bger_00475
FBgn0031183	Bger_16371
FBgn0036544	Bger_07001
FBgn0001296	Bger_03540
FBgn0051739	Bger_06622
FBgn0038716	Bger_10016
FBgn0040899	Bger_19638
FBgn0086371	Bger_09466
FBgn0035687	Bger_11520
FBgn0058263	Bger_06212
FBgn0036028	Bger_06833
FBgn0000721	Bger_01034
FBgn0086656	Bger_15075
FBgn0031068	Bger_05931
FBgn0000180	Bger_11690
FBgn0041100	Bger_17440
FBgn0025592	Bger_19343
FBgn0025743	Bger_12265
FBgn0003210	Bger_02994
FBgn0037551	Bger_08983
FBgn0037270	Bger_05141
FBgn0029821	Bger_06905
FBgn0031463	Bger_18071
FBgn0030809	Bger_05609
FBgn0037419	Bger_16944
FBgn0067628	Bger_24252
FBgn0032956	Bger_03765
FBgn0038515	Bger_00822
FBgn0031395	Bger_16128
FBgn0030871	Bger_05817
FBgn0034400	Bger_14759
FBgn0032845	Bger_27537
FBgn0051148	Bger_14816
FBgn0050010	Bger_00404
FBgn0038195	Bger_08632
FBgn0030035	Bger_18577
FBgn0034529	Bger_10281
FBgn0027779	Bger_04993
FBgn0265193	Bger_08173
FBgn0259245	Bger_17351
FBgn0039451	Bger_10477
FBgn0003118	Bger_08410
FBgn0024556	Bger_07468
FBgn0050290	Bger_10924
FBgn0028690	Bger_14194
FBgn0038739	Bger_11314
FBgn0028425	Bger_09105
FBgn0032376	Bger_14258
FBgn0037217	Bger_14689
FBgn0011291	Bger_16575
FBgn0039635	Bger_18829
FBgn0031596	Bger_12073
FBgn0032724	Bger_18882
FBgn0038143	Bger_18079
FBgn0036801	Bger_03436
FBgn0031530	Bger_07945
FBgn0029148	Bger_23741
FBgn0024249	Bger_16224
FBgn0003067	Bger_16143
FBgn0003520	Staufen
FBgn0262782	Bger_19976
FBgn0260936	Bger_00345
FBgn0034976	Bger_08988
FBgn0033699	Bger_19224
FBgn0014859	Bger_20773
FBgn0033935	Bger_14252
FBgn0037234	Bger_08683
FBgn0026317	Bger_08706
FBgn0260794	Bger_11316
FBgn0040507	Bger_08911
FBgn0040513	Bger_26356
FBgn0028500	Bger_08719
FBgn0039767	Bger_02622
FBgn0263260	Bger_12289
FBgn0031107	Bger_01560
FBgn0020910	Bger_01473
FBgn0033191	Bger_27879
FBgn0030793	Bger_20096
FBgn0011701	Bger_04619
FBgn0034950	Bger_11417
FBgn0025631	Bger_22310
FBgn0017579	Bger_22467
FBgn0033367	Bger_00852
FBgn0087002	Bger_00889
FBgn0030529	Bger_17893
FBgn0032873	Bger_14657
FBgn0019960	Bger_17371
FBgn0040068	Bger_26422
FBgn0265178	Bger_21129
FBgn0026718	Bger_18891
FBgn0011693	Bger_05941
FBgn0033918	Bger_02423
FBgn0031307	Bger_09582
FBgn0038692	Bger_26230
FBgn0023509	Bger_20709
FBgn0032350	Bger_01149
FBgn0085242	Bger_00451
FBgn0030806	Bger_04481
FBgn0030584	Bger_09214
FBgn0004838	Bger_10038
FBgn0035170	Bger_24201
FBgn0004643	Bger_07953
FBgn0061476	Bger_00315
FBgn0030365	Bger_16801
FBgn0033096	Bger_13848
FBgn0052544	Bger_03224
FBgn0037340	Bger_13802
FBgn0043550	Bger_21281
FBgn0004870	Bger_14783
FBgn0039673	Bger_11737
FBgn0030395	Bger_12209
FBgn0010747	Bger_15281
FBgn0016691	Bger_03828
FBgn0039525	Bger_18033
FBgn0033174	Bger_01040
FBgn0035295	Bger_01733
FBgn0002023	Bger_02888
FBgn0259211	Bger_26553
FBgn0263109	Bger_08586
FBgn0261119	Bger_02387
FBgn0041781	Bger_09574
FBgn0038422	Bger_13143
FBgn0032651	Bger_05709
FBgn0035073	Bger_12006
FBgn0031968	Bger_15662
FBgn0025621	Bger_09941
FBgn0037414	Bger_17069
FBgn0003963	Bger_17062
FBgn0004862	Bger_24668
FBgn0032961	Bger_11469
FBgn0033763	Bger_03244
FBgn0036859	Bger_13082
FBgn0035903	Bger_00841
FBgn0262029	Bger_05399
FBgn0031905	Bger_20636
FBgn0034808	Bger_02126
FBgn0086604	Bger_11657
FBgn0024364	Bger_20286
FBgn0002937	Bger_03947
FBgn0051717	Bger_23588
FBgn0263118	Bger_27255
FBgn0029785	Bger_02634
FBgn0038947	Bger_17364
FBgn0024992	Bger_08919
FBgn0029819	Bger_06381
FBgn0040575	Bger_21323
FBgn0005411	Bger_13031
FBgn0031769	Bger_19646
FBgn0028978	Bger_10014
FBgn0038247	Bger_09918
FBgn0036187	Bger_07625
FBgn0034096	Bger_06112
FBgn0275436	Bger_25098
FBgn0035355	Bger_19416
FBgn0034705	Bger_02983
FBgn0024329	Bger_07084
FBgn0053341	Bger_05223
FBgn0039178	Bger_06542
FBgn0038601	Bger_12818
FBgn0039336	Bger_11197
FBgn0032906	Bger_17836
FBgn0035941	Bger_09368
FBgn0010246	Bger_18184
FBgn0052447	Bger_08433
FBgn0030662	Bger_10036
FBgn0024361	Bger_21298
FBgn0037680	Bger_06998
FBgn0032462	Bger_13969
FBgn0028926	Bger_12501
FBgn0262735	Bger_18295
FBgn0005533	Bger_06966
FBgn0030151	Bger_25466
FBgn0037930	Bger_26231
FBgn0085423	Bger_12452
FBgn0050372	Bger_04104
FBgn0004595	Bger_17711
FBgn0011289	Bger_03380
FBgn0039558	Bger_16148
FBgn0034509	Bger_17912
FBgn0261239	Scaffold551:665313-700598
FBgn0050394	Bger_00653
FBgn0015522	Bger_19775
FBgn0000352	Bger_05480
FBgn0030872	Bger_03190
FBgn0034405	Bger_06819
FBgn0033731	Bger_20611
FBgn0035770	Bger_14021
FBgn0031457	Bger_22561
FBgn0023516	Bger_15842
FBgn0030007	Bger_03919
FBgn0004177	Bger_23717
FBgn0038855	Bger_05636
FBgn0010100	Bger_14101
FBgn0023174	Bger_20056
FBgn0037204	Bger_16628
FBgn0030245	Bger_18687
FBgn0040064	Bger_15418
FBgn0004101	Bger_12449
FBgn0085431	Bger_19986
FBgn0032922	Bger_06120
FBgn0027945	Bger_16103
FBgn0038286	Bger_10347
FBgn0025632	Bger_28170
FBgn0038858	Bger_06350
FBgn0086450	Bger_01148
FBgn0026252	Bger_13820
FBgn0001994	Bger_15672
FBgn0013303	Bger_08462
FBgn0025641	Bger_10872
FBgn0025571	Bger_13416
FBgn0039959	Bger_18957
FBgn0027611	Bger_04962
FBgn0033915	Bger_03679
FBgn0000448	Bger_00728
FBgn0265630	Bger_00858
FBgn0037356	Bger_27387
FBgn0019890	Bger_00136
FBgn0027329	Bger_03223
FBgn0030800	Bger_10922
FBgn0025455	Bger_12284
FBgn0035547	Bger_28159
FBgn0087005	Bger_05232
FBgn0052451	Bger_06166
FBgn0261524	Bger_06895
FBgn0027503	Bger_24317
FBgn0002736	Bger_03783
FBgn0027549	Bger_00205
FBgn0035989	Bger_15966
FBgn0001612	Bger_15165
FBgn0011725	Bger_26961
FBgn0039862	Bger_11578
FBgn0003360	Bger_10262
FBgn0035439	Bger_27287
FBgn0033349	Bger_22875
FBgn0035462	Bger_00031
FBgn0033426	Bger_15172
FBgn0050491	Bger_17975
FBgn0063923	Bger_20269
FBgn0265189	Bger_13441
FBgn0259677	Bger_28181
FBgn0030148	Bger_07350
FBgn0039135	Bger_03805
FBgn0265101	Bger_16444
FBgn0032945	Bger_00783
FBgn0031324	Bger_25150
FBgn0034030	Bger_15416
FBgn0030037	Bger_06314
FBgn0033308	Bger_19939
FBgn0034956	Bger_15746
FBgn0085398	Bger_07973
FBgn0036288	Bger_03621
FBgn0033438	Bger_10927
FBgn0000317	Bger_05246
FBgn0034903	Bger_27481
FBgn0038603	Bger_01383
FBgn0033229	Bger_03465
FBgn0028515	Bger_04076
FBgn0003270	Bger_22681
FBgn0011206	Bger_05077
FBgn0035383	Bger_02486
FBgn0038180	Bger_02855
FBgn0035484	Bger_20375
FBgn0022153	Bger_24796
FBgn0031883	Bger_15150
FBgn0032781	Bger_22851
FBgn0010309	Bger_17780
FBgn0017567	Bger_07919
FBgn0032247	Bger_12291
FBgn0061198	Bger_06706
FBgn0030514	Bger_09061
FBgn0012037	Bger_20341
FBgn0043364	Bger_01366
FBgn0035523	Bger_05100
FBgn0032883	Bger_02713
FBgn0035533	Bger_13506
FBgn0037475	Bger_22371
FBgn0031957	Bger_24483
FBgn0033060	Bger_08757
FBgn0003254	Bger_21758
FBgn0051950	Bger_11701
FBgn0261548	Bger_08453
FBgn0032512	Bger_02440
FBgn0000426	Bger_27234
FBgn0004583	Bger_04976
FBgn0265140	Bger_17875
FBgn0020238	Bger_00011
FBgn0020391	Bger_09155
FBgn0264711	Bger_04745
FBgn0032171	Bger_09820
FBgn0039768	Bger_11979
FBgn0052423	Bger_03197
FBgn0037473	Bger_00645
FBgn0037623	Bger_15454
FBgn0024994	Bger_15972
FBgn0010240	Bger_09256
FBgn0015222	Bger_10137
FBgn0033943	Bger_11029
FBgn0034075	Bger_01528
FBgn0035233	Bger_06122
FBgn0015790	Bger_13303
FBgn0036959	Bger_11295
FBgn0264672	Bger_10828
FBgn0022213	Bger_21444
FBgn0025640	Bger_13924
FBgn0030894	Bger_17606
FBgn0039749	Bger_08737
FBgn0030066	Bger_23313
FBgn0030655	Bger_11698
FBgn0004611	Bger_07659
FBgn0035741	Bger_04805
FBgn0001134	Bger_10599
FBgn0037807	Bger_02630
FBgn0039486	Bger_18083
FBgn0039869	Bger_18919
FBgn0036987	Bger_13887
FBgn0039790	Bger_10308
FBgn0033737	Bger_14217
FBgn0260450	Bger_18549
FBgn0038738	Bger_08092
FBgn0053639	Bger_23764
FBgn0265597	Bger_22680
FBgn0263133	Bger_20403
FBgn0034099	Bger_15009
FBgn0030844	Bger_16366
FBgn0036827	Bger_03211
FBgn0035980	Bger_02022
FBgn0033685	Bger_06067
FBgn0053207	Bger_19558
FBgn0025741	Bger_00769
FBgn0004102	Scaffold533:124865-197312
FBgn0037835	Bger_08423
FBgn0082598	Bger_14274
FBgn0030914	Bger_07719
FBgn0035538	Bger_12437
FBgn0035249	Bger_00445
FBgn0030403	Bger_18952
FBgn0028494	Bger_21773
FBgn0040743	Bger_16170
FBgn0035057	Bger_18573
FBgn0033544	Bger_14148
FBgn0034532	Bger_17877
FBgn0264339	Bger_06581
FBgn0038319	Bger_15825
FBgn0086909	Bger_14925
FBgn0032014	Bger_06335
FBgn0030063	Bger_23616
FBgn0015818	Bger_22076
FBgn0264753	Bger_22198
FBgn0038151	Bger_12240
FBgn0283472	Bger_22784
FBgn0034540	Bger_00629
FBgn0263072	Bger_14152
FBgn0264815	Bger_11558
FBgn0038536	Bger_15386
FBgn0051913	Bger_15611
FBgn0051229	Bger_18569
FBgn0037843	Bger_24074
FBgn0038257	Bger_04508
FBgn0039141	Bger_21453
FBgn0017558	Bger_01109
FBgn0032974	Bger_07998
FBgn0085396	Bger_11448
FBgn0038769	Bger_01689
FBgn0087011	Bger_06464
FBgn0029093	Bger_00372
FBgn0039623	Bger_06121
FBgn0039113	Bger_05747
FBgn0034649	Bger_17054
FBgn0003733	Bger_02438
FBgn0030228	Bger_03462
FBgn0015834	Bger_07108
FBgn0030731	Bger_06354
FBgn0034476	Bger_28416
FBgn0038814	Bger_15421
FBgn0013983	Bger_19439
FBgn0011603	Bger_11057
FBgn0035715	Bger_11519
FBgn0028982	Bger_16900
FBgn0039111	Bger_08677
FBgn0265002	Bger_14478
FBgn0033447	Bger_21993
FBgn0028689	Bger_24436
FBgn0259234	Bger_11477
FBgn0030334	Bger_19845
FBgn0023507	Bger_21586
FBgn0037098	Bger_04514
FBgn0028331	Bger_03515
FBgn0032430	Bger_01483
FBgn0016650	Bger_27160
FBgn0038590	Bger_08553
FBgn0011824	Bger_13850
FBgn0036450	Bger_18228
FBgn0043005	Bger_00383
FBgn0266673	Bger_11892
FBgn0032812	Bger_16220
FBgn0030640	Bger_18854
FBgn0015924	Bger_07656
FBgn0265998	Bger_01704
FBgn0038221	Bger_00593
FBgn0053257	Bger_11849
FBgn0052066	Bger_11271
FBgn0027508	Bger_23337
FBgn0270924	Bger_18471
FBgn0024889	Bger_11953
FBgn0039530	Bger_24769
FBgn0032398	Bger_10405
FBgn0010315	Bger_09665
FBgn0028573	Bger_21375
FBgn0037439	Bger_17789
FBgn0024985	Bger_07927
FBgn0003499	Bger_11974
FBgn0260397	Bger_19944
FBgn0026869	Bger_17552
FBgn0036348	Bger_09305
FBgn0029898	Bger_20659
FBgn0028685	Bger_04160
FBgn0035909	Bger_01116
FBgn0020386	Bger_19061
FBgn0036111	Bger_10992
FBgn0037000	Bger_01823
FBgn0050089	Bger_01476
FBgn0001970	Bger_18290
FBgn0263143	Bger_09564
FBgn0004066	Bger_18576
FBgn0033995	Bger_04162
FBgn0036834	Bger_10779
FBgn0031488	Bger_11269
FBgn0003139	Bger_18449
FBgn0033644	Bger_09867
FBgn0039909	Bger_25175
FBgn0000299	Bger_07027
FBgn0031664	Bger_02105
FBgn0003371	Bger_15050
FBgn0050349	Bger_15712
FBgn0003444	Bger_01651
FBgn0266418	Bger_23158
FBgn0013548	Bger_07937
FBgn0039462	Bger_24853
FBgn0000319	Bger_09710
FBgn0053113	Bger_03454
FBgn0024993	Bger_00966
FBgn0010411	Bger_24886
FBgn0022787	Bger_12822
FBgn0002638	Bger_02986
FBgn0033029	Bger_21991
FBgn0014026	Bger_05715
FBgn0260866	Bger_09439
FBgn0001169	Bger_10359
FBgn0086708	Bger_11610
FBgn0085282	Bger_02174
FBgn0001180	Bger_14305
FBgn0036686	Bger_12602
FBgn0010452	Bger_25550
FBgn0036317	Bger_25801
FBgn0030625	Bger_25478
FBgn0003308	Bger_21541
FBgn0026238	Bger_13004
FBgn0039115	Bger_05051
FBgn0001987	Bger_25524
FBgn0086683	Bger_10765
FBgn0011660	Bger_06781
FBgn0085424	Bger_21276
FBgn0031779	Bger_00047
FBgn0011674	Bger_07538
FBgn0052227	Bger_19941
FBgn0039467	Bger_12516
FBgn0026441	Bger_14957
FBgn0038488	Bger_00105
FBgn0027499	Bger_24069
FBgn0032955	Bger_07202
FBgn0001319	Bger_28042
FBgn0053144	Bger_27483
FBgn0050354	Bger_03018
FBgn0030996	Bger_21746
FBgn0036169	Bger_15007
FBgn0000273	Bger_01349
FBgn0031753	Bger_13055
FBgn0260499	Bger_02970
FBgn0053547	Bger_27484
FBgn0004876	Bger_25401
FBgn0031484	Bger_16471
FBgn0028496	Bger_19650
FBgn0037374	Bger_16382
FBgn0052707	Bger_17944
FBgn0036314	Bger_14398
FBgn0030456	Bger_03063
FBgn0031097	Bger_07068
FBgn0022097	Bger_16774
FBgn0021995	Bger_09481
FBgn0267972	Bger_15701
FBgn0039286	Bger_05965
FBgn0260487	Bger_08845
FBgn0262518	Bger_15874
FBgn0031257	Bger_05307
FBgn0259923	Bger_04009
FBgn0001323	Bger_03424
FBgn0033571	Bger_20598
FBgn0039965	Bger_00619
FBgn0045495	Bger_06311
FBgn0037728	Bger_06425
FBgn0033240	Bger_20409
FBgn0036386	Bger_21779
FBgn0030946	Bger_16737
FBgn0037046	Bger_03490
FBgn0035437	Bger_00661
FBgn0032213	Bger_27022
FBgn0038471	Bger_00790
FBgn0038894	Bger_08558
FBgn0031377	Bger_16190
FBgn0035468	Bger_07442
FBgn0033085	Bger_20383
FBgn0030676	Bger_05583
FBgn0017590	Bger_21242
FBgn0026737	Bger_20653
FBgn0036211	Bger_07536
FBgn0004921	Bger_07830
FBgn0037347	Bger_15109
FBgn0051184	Bger_09573
FBgn0260653	Bger_26402
FBgn0067864	Bger_03470
FBgn0028997	Bger_09852
FBgn0033376	Bger_10548
FBgn0034094	Bger_06348
FBgn0037411	Bger_17074
FBgn0030304	Bger_09844
FBgn0037488	Bger_24220
FBgn0036911	Bger_01098
FBgn0259742	Bger_06889
FBgn0010409	Bger_01794
FBgn0004404	Bger_03898
FBgn0025776	Bger_00939
FBgn0259176	Bger_09862
FBgn0029840	Bger_12090
FBgn0259982	Bger_17719
FBgn0034073	Bger_11670
FBgn0083992	Bger_19956
FBgn0035871	Bger_27829
FBgn0019886	Bger_02342
FBgn0036760	Bger_04095
FBgn0035360	Bger_13256
FBgn0262559	Bger_01968
FBgn0036828	Bger_18827
FBgn0035520	Bger_01826
FBgn0264908	Bger_04430
FBgn0036621	Bger_11651
FBgn0025629	Bger_28029
FBgn0035923	Bger_04586
FBgn0085411	Bger_27288
FBgn0263782	Bger_14007
FBgn0004623	Bger_20982
FBgn0037290	Bger_26454
FBgn0262872	Bger_06371
FBgn0015271	Bger_06898
FBgn0035205	Bger_07215
FBgn0263598	Bger_02054
FBgn0032221	Bger_24479
FBgn0004373	Bger_21148
FBgn0011740	Bger_09697
FBgn0033876	Bger_10304
FBgn0010741	Bger_21533
FBgn0017550	Bger_00929
FBgn0001085	Bger_05703
FBgn0015664	BgerTmpM015512-RA
FBgn0031660	Bger_09660
FBgn0003089	Bger_10997
FBgn0017572	Bger_07026
FBgn0000028	Bger_16868
FBgn0036761	Bger_13263
FBgn0028360	Bger_22734
FBgn0039306	Bger_19273
FBgn0029175	Bger_12450
FBgn0051643	Bger_05617
FBgn0034741	Bger_04166
FBgn0034542	Bger_10544
FBgn0053093	Bger_23798
FBgn0040239	Bger_17640
FBgn0029664	Bger_16507
FBgn0032219	Bger_17458
FBgn0041184	Bger_05239
FBgn0038640	Bger_21491
FBgn0032415	Bger_19593
FBgn0000376	Bger_16418
FBgn0033635	Aquaporin
FBgn0030976	Bger_12918
FBgn0033287	Bger_11450
FBgn0039664	Bger_15567
FBgn0036921	Bger_10312
FBgn0039094	Bger_07128
FBgn0022770	Bger_07066
FBgn0035113	Bger_09774
FBgn0250788	Bger_00412
FBgn0050157	Bger_07393
FBgn0002772	Bger_00116
FBgn0000479	Bger_22866
FBgn0035192	Bger_20005
FBgn0262869	Bger_08838
FBgn0015777	Bger_13369
FBgn0014189	Bger_05683
FBgn0085400	Bger_25297
FBgn0026060	Bger_18755
FBgn0039915	Bger_00875
FBgn0037220	Bger_05445
FBgn0010786	Bger_02659
FBgn0032189	Bger_12170
FBgn0026378	Bger_09794
FBgn0266918	Bger_14456
FBgn0032633	Bger_20402
FBgn0037249	Bger_00588
FBgn0261004	Bger_02951
FBgn0053690	Bger_17116
FBgn0038540	Bger_22106
FBgn0010808	Bger_04964
FBgn0011741	Bger_03543
FBgn0038854	Bger_11616
FBgn0038652	Bger_09913
FBgn0259146	Bger_01590
FBgn0039139	Bger_18652
FBgn0032408	Bger_20154
FBgn0040780	Bger_25081
FBgn0261788	Bger_11987
FBgn0261556	Bger_26928
FBgn0264561	Bger_00413
FBgn0033557	Bger_01603
FBgn0036660	Bger_14879
FBgn0001291	Bger_18999
FBgn0010220	Bger_05610
FBgn0037556	Bger_05254
FBgn0086913	Bger_27306
FBgn0033547	Bger_06152
FBgn0023179	Bger_11804
FBgn0034758	Bger_17705
FBgn0040285	Bger_02989
FBgn0039241	Bger_08554
FBgn0011762	Bger_11580
FBgn0030406	Bger_05718
FBgn0004168	Bger_08832
FBgn0037001	Bger_00942
FBgn0038244	Bger_17288
FBgn0037773	Bger_24757
FBgn0028516	Bger_11747
FBgn0266557	Bger_08864
FBgn0030724	Bger_22342
FBgn0033902	Bger_01851
FBgn0050197	Bger_01721
FBgn0061356	Bger_02256
FBgn0020887	Bger_05918
FBgn0040336	Bger_14503
FBgn0262728	Bger_05525
FBgn0010238	Bger_15721
FBgn0261380	Bger_09120
FBgn0030332	Bger_18402
FBgn0259722	Bger_20283
FBgn0034788	Bger_24993
FBgn0085380	Bger_24893
FBgn0010269	Bger_23552
FBgn0265182	Bger_24217
FBgn0261592	Bger_02990
FBgn0085209	Bger_15713
FBgn0039004	Bger_25261
FBgn0032692	Bger_21217
FBgn0035438	Bger_20600
FBgn0036937	Bger_03335
FBgn0016061	Bger_14751
FBgn0029849	Bger_08931
FBgn0039193	Bger_05216
FBgn0013767	Bger_20332
FBgn0029971	Bger_07114
FBgn0034704	Bger_13244
FBgn0011570	Bger_23343
FBgn0039157	Bger_17185
FBgn0024326	Bger_17239
FBgn0263933	Bger_05796
FBgn0001112	Bger_27425
FBgn0039214	Bger_11725
FBgn0036919	Bger_09066
FBgn0031815	Bger_06678
FBgn0037182	Bger_05622
FBgn0010415	Bger_25273
FBgn0036030	Bger_06834
FBgn0030855	Bger_18419
FBgn0035849	Bger_11720
FBgn0027335	Bger_03871
FBgn0050172	Bger_20146
FBgn0000543	Bger_13435
FBgn0022355	Bger_08590
FBgn0041711	Bger_12242
FBgn0032879	Bger_20767
FBgn0031390	Bger_02557
FBgn0032040	Bger_12786
FBgn0085265	Bger_21303
FBgn0051111	Bger_06646
FBgn0038967	Bger_02239
FBgn0038237	Bger_06324
FBgn0030891	Bger_05743
FBgn0052112	Bger_01849
FBgn0034919	Bger_06195
FBgn0035593	Bger_14025
FBgn0263237	Bger_20134
FBgn0039655	Bger_02806
FBgn0031228	Bger_07738
FBgn0262477	Bger_05659
FBgn0054027	Bger_11801
FBgn0015622	Bger_20152
FBgn0028902	Bger_01529
FBgn0033166	Bger_03776
FBgn0035187	Bger_10269
FBgn0040206	Bger_03608
FBgn0085390	Bger_02971
FBgn0032614	Bger_15652
FBgn0038597	Bger_15592
FBgn0037992	Bger_13636
FBgn0023534	Bger_15317
FBgn0028897	Bger_01200
FBgn0001186	Bger_17436
FBgn0023170	Bger_21766
FBgn0043457	Bger_12024
FBgn0051414	Bger_03477
FBgn0027556	Bger_17099
FBgn0260944	Bger_03557
FBgn0038818	Bger_03948
FBgn0086698	Bger_14255
FBgn0261089	Bger_05679
FBgn0003744	Bger_16576
FBgn0034517	Bger_15315
FBgn0025686	Bger_03412
FBgn0260005	Bger_13121
FBgn0039219	Bger_04446
FBgn0010407	Bger_17686
FBgn0037778	Bger_01870
FBgn0052206	Bger_04237
FBgn0038426	Bger_10480
FBgn0035953	Bger_10981
FBgn0032419	Bger_01488
FBgn0260660	Bger_24274
FBgn0263601	Bger_25314
FBgn0029770	Bger_20363
FBgn0033451	Bger_12384
FBgn0025742	Bger_14243
FBgn0039668	Bger_23320
FBgn0002577	Bger_27272
FBgn0032820	Bger_00132
FBgn0013531	Bger_03460
FBgn0083975	Bger_23510
FBgn0034931	Bger_23203
FBgn0032703	Bger_15249
FBgn0033883	Bger_24154
FBgn0264442	Bger_18257
FBgn0283712	Bger_01568
FBgn0033081	Bger_21294
FBgn0264495	Bger_13998
FBgn0264962	Bger_07164
FBgn0038170	Bger_26456
FBgn0039581	Bger_08994
FBgn0039489	Bger_02694
FBgn0038206	Bger_13187
FBgn0053506	Bger_03777
FBgn0011768	Bger_11948
FBgn0033677	Bger_08886
FBgn0031496	Bger_09749
FBgn0004875	Bger_19738
FBgn0038344	Bger_13115
FBgn0036905	Bger_13625
FBgn0050021	Bger_14774
FBgn0010051	Bger_15687
FBgn0263667	Bger_04798
FBgn0030520	Bger_10092
FBgn0036999	Bger_00166
FBgn0036892	Bger_06942
FBgn0026634	Bger_15286
FBgn0265297	Bger_14919
FBgn0052000	Bger_05083
FBgn0003732	Bger_06150
FBgn0030660	Bger_26415
FBgn0033196	Bger_04842
FBgn0264574	Bger_27991
FBgn0028683	Bger_00757
FBgn0019990	Bger_21448
FBgn0037580	Bger_17200
FBgn0029807	Bger_22983
FBgn0261611	Bger_04087
FBgn0027552	Bger_23235
FBgn0033159	Bger_03160
FBgn0039734	Bger_04995
FBgn0032923	Bger_25520
FBgn0262737	Bger_04403
FBgn0035271	Bger_11654
FBgn0031320	Bger_06682
FBgn0019936	Bger_06840
FBgn0034726	Bger_13177
FBgn0051849	Bger_03408
FBgn0243513	Bger_07658
FBgn0039415	Bger_07313
FBgn0040375	Bger_00859
